s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 8.5599604E+000, 5.8253825E+007,-8.4504238E+006, 7.8207072E+005,-4.4314816E+004, 4.6533482E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6719115E+007, 5.0541623E+007, 4.5000165E+003, 4.5000165E+003
 8.5731335E+000, 5.8607678E+007,-1.0174691E+007, 7.6394592E+005,-4.4125579E+004, 4.7467648E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0222829E+007, 4.9153282E+007, 4.5000165E+003, 4.5000165E+003
 8.5863075E+000, 5.9006904E+007,-1.1094440E+007, 7.5736923E+005,-4.4439778E+004, 4.6076388E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8858812E+007, 4.8625854E+007, 4.5000166E+003, 4.5000166E+003
 8.5994806E+000, 5.9547440E+007,-9.2095302E+006, 7.8952445E+005,-4.4483107E+004, 4.7583326E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8335870E+007, 5.1083427E+007, 4.5000166E+003, 4.5000166E+003
 8.6126537E+000, 5.9066550E+007,-9.3349677E+006, 7.8211474E+005,-4.4525584E+004, 4.6959292E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0762838E+007, 5.0469641E+007, 4.5000166E+003, 4.5000166E+003
 8.6258278E+000, 5.9623964E+007,-1.2394489E+007, 7.4834003E+005,-4.4412048E+004, 4.8027202E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0164750E+007, 4.7933883E+007, 4.5000166E+003, 4.5000166E+003
 8.6390009E+000, 6.0923892E+007,-9.0163774E+006, 8.1120229E+005,-4.4944511E+004, 4.6405029E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7648453E+007, 5.2674236E+007, 4.5000166E+003, 4.5000166E+003
 8.6521749E+000, 6.1295460E+007,-1.0667705E+007, 7.9456162E+005,-4.4727554E+004, 4.7907775E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2353442E+007, 5.1378069E+007, 4.5000166E+003, 4.5000166E+003
 8.6653481E+000, 6.0930849E+007,-1.1977836E+007, 7.7274584E+005,-4.4955438E+004, 4.7168290E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1068965E+007, 4.9681275E+007, 4.5000166E+003, 4.5000166E+003
 8.6785221E+000, 6.1358739E+007,-1.0001400E+007, 8.0534005E+005,-4.4999252E+004, 4.8148159E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9370190E+007, 5.2118161E+007, 4.5000166E+003, 4.5000166E+003
 8.6916952E+000, 6.2470145E+007,-1.0972571E+007, 8.0822243E+005,-4.5011153E+004, 4.7637598E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1784788E+007, 5.2261262E+007, 4.5000166E+003, 4.5000166E+003
 8.7048693E+000, 6.2180607E+007,-1.2442977E+007, 7.8551720E+005,-4.5227469E+004, 4.7554640E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1953054E+007, 5.0478395E+007, 4.5000166E+003, 4.5000166E+003
 8.7180424E+000, 6.2701192E+007,-1.0675074E+007, 8.1667024E+005,-4.5232482E+004, 4.8482387E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0166283E+007, 5.2798040E+007, 4.5000166E+003, 4.5000166E+003
 8.7312164E+000, 6.2969252E+007,-1.0295126E+007, 8.2721696E+005,-4.5369080E+004, 4.7089544E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2458019E+007, 5.3456445E+007, 4.5000166E+003, 4.5000166E+003
 8.7443895E+000, 6.4228637E+007,-1.2862528E+007, 8.1069108E+005,-4.5198639E+004, 4.8795211E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3142419E+007, 5.2132090E+007, 4.5000166E+003, 4.5000166E+003
 8.7575636E+000, 6.4980870E+007,-1.0448653E+007, 8.5411001E+005,-4.5600191E+004, 4.8640051E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1823609E+007, 5.5341213E+007, 4.5000166E+003, 4.5000166E+003
 8.7707367E+000, 6.3792565E+007,-1.0794158E+007, 8.3534541E+005,-4.5568652E+004, 4.8046942E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4995367E+007, 5.3788665E+007, 4.5000166E+003, 4.5000166E+003
 8.7839108E+000, 6.5841801E+007,-1.3474971E+007, 8.2811144E+005,-4.5409806E+004, 4.8529898E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3457969E+007, 5.3150017E+007, 4.5000167E+003, 4.5000167E+003
 8.7970839E+000, 6.6747569E+007,-1.0154148E+007, 8.8604142E+005,-4.5952230E+004, 4.8135249E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2844656E+007, 5.7433992E+007, 4.5000167E+003, 4.5000167E+003
 8.8102579E+000, 6.5645301E+007,-1.1907962E+007, 8.4889281E+005,-4.5694052E+004, 4.9016293E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7084841E+007, 5.4541028E+007, 4.5000167E+003, 4.5000167E+003
 8.8234310E+000, 6.7748886E+007,-1.3258385E+007, 8.6056195E+005,-4.5788338E+004, 4.7782201E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4205097E+007, 5.5305752E+007, 4.5000167E+003, 4.5000167E+003
 8.8366041E+000, 6.8756502E+007,-1.1106045E+007, 9.0344485E+005,-4.6053899E+004, 4.9138791E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4996109E+007, 5.8508340E+007, 4.5000167E+003, 4.5000167E+003
 8.8497782E+000, 6.7572458E+007,-1.1151247E+007, 8.8850731E+005,-4.6003566E+004, 4.8544366E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8154150E+007, 5.7264200E+007, 4.5000167E+003, 4.5000167E+003
 8.8629513E+000, 6.9803359E+007,-1.4444354E+007, 8.7531207E+005,-4.5670704E+004, 4.9895192E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6923016E+007, 5.6189145E+007, 4.5000167E+003, 4.5000167E+003
 8.8761253E+000, 7.0936469E+007,-1.1762913E+007, 9.2723764E+005,-4.6375821E+004, 4.8575988E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5869119E+007, 6.0054903E+007, 4.5000167E+003, 4.5000167E+003
 8.8892984E+000, 7.0658443E+007,-1.2446065E+007, 9.1588616E+005,-4.6229049E+004, 4.8756423E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9693733E+007, 5.9082523E+007, 4.5000167E+003, 4.5000167E+003
 8.9024725E+000, 7.1329654E+007,-1.4246874E+007, 9.0175957E+005,-4.6141008E+004, 4.9031163E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8736048E+007, 5.7938889E+007, 4.5000167E+003, 4.5000167E+003
 8.9156456E+000, 7.3025188E+007,-1.1034555E+007, 9.6829472E+005,-4.6374566E+004, 4.9089364E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7601341E+007, 6.2913044E+007, 4.5000167E+003, 4.5000167E+003
 8.9288197E+000, 7.3582678E+007,-1.2532724E+007, 9.5670896E+005,-4.6320246E+004, 4.9733786E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2540108E+007, 6.1960840E+007, 4.5000167E+003, 4.5000167E+003
 8.9419928E+000, 7.2298810E+007,-1.4339975E+007, 9.1573414E+005,-4.6501383E+004, 4.8907554E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1608767E+007, 5.8828556E+007, 4.5000167E+003, 4.5000167E+003
 8.9551668E+000, 7.4158311E+007,-1.1653640E+007, 9.7681971E+005,-4.6394117E+004, 5.0142771E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8487057E+007, 6.3435598E+007, 4.5000167E+003, 4.5000167E+003
 8.9669275E+000, 7.4413496E+007,-1.2119318E+007, 9.7528894E+005,-4.6716313E+004, 4.8960101E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3056502E+007, 6.3223240E+007, 4.5000167E+003, 4.5000167E+003
 8.9786892E+000, 7.2747165E+007,-1.5175905E+007, 9.1216177E+005,-4.6650560E+004, 5.0000234E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2870941E+007, 5.8437272E+007, 4.5000167E+003, 4.5000167E+003
 8.9904509E+000, 7.4167313E+007,-1.1029208E+007, 9.8747677E+005,-4.6821540E+004, 4.9314815E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8094453E+007, 6.4079253E+007, 4.5000167E+003, 4.5000167E+003
 9.0022116E+000, 7.4196329E+007,-1.2719742E+007, 9.6645880E+005,-4.6938063E+004, 4.9994612E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3694349E+007, 6.2396608E+007, 4.5000167E+003, 4.5000167E+003
 9.0139732E+000, 7.4098327E+007,-1.4771712E+007, 9.3835359E+005,-4.7150795E+004, 4.9073566E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2042341E+007, 6.0218309E+007, 4.5000167E+003, 4.5000167E+003
 9.0257349E+000, 7.2486909E+007,-1.1148984E+007, 9.6501170E+005,-4.7359460E+004, 4.9975570E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9874801E+007, 6.2256078E+007, 4.5000167E+003, 4.5000167E+003
 9.0374956E+000, 7.3790153E+007,-1.3140563E+007, 9.5717663E+005,-4.7080167E+004, 5.0314771E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1855629E+007, 6.1560189E+007, 4.5000167E+003, 4.5000167E+003
 9.0492573E+000, 7.3997326E+007,-1.4230144E+007, 9.4610923E+005,-4.7770098E+004, 4.8038690E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1208017E+007, 6.0666002E+007, 4.5000167E+003, 4.5000167E+003
 9.0610189E+000, 7.3060901E+007,-1.1176056E+007, 9.7431359E+005,-4.7735391E+004, 4.9905187E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0319705E+007, 6.2811922E+007, 4.5000167E+003, 4.5000167E+003
 9.0727797E+000, 7.2804153E+007,-1.2542308E+007, 9.5390602E+005,-4.7530017E+004, 5.0931962E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2413956E+007, 6.1168730E+007, 4.5000167E+003, 4.5000167E+003
 9.0845413E+000, 7.3841261E+007,-1.5395136E+007, 9.3030008E+005,-4.7863713E+004, 4.9963641E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0807749E+007, 5.9329061E+007, 4.5000167E+003, 4.5000167E+003
 9.0963030E+000, 7.4204261E+007,-1.1509077E+007, 9.8763714E+005,-4.8420598E+004, 4.8677480E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8981491E+007, 6.3634888E+007, 4.5000168E+003, 4.5000168E+003
 9.1080647E+000, 7.2392468E+007,-1.1457940E+007, 9.6552789E+005,-4.8267075E+004, 4.8874237E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3236636E+007, 6.1852278E+007, 4.5000168E+003, 4.5000168E+003
 9.1198254E+000, 7.3892419E+007,-1.4394935E+007, 9.4706115E+005,-4.8008324E+004, 5.0363655E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1484734E+007, 6.0397040E+007, 4.5000168E+003, 4.5000168E+003
 9.1315870E+000, 7.4400196E+007,-1.0935986E+007, 1.0004618E+006,-4.8634475E+004, 4.9934261E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0049650E+007, 6.4416537E+007, 4.5000168E+003, 4.5000168E+003
 9.1433487E+000, 7.3584925E+007,-1.2421148E+007, 9.7086880E+005,-4.8476632E+004, 5.0697247E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4016997E+007, 6.2086677E+007, 4.5000168E+003, 4.5000168E+003
 9.1551094E+000, 7.3749875E+007,-1.5112568E+007, 9.3776251E+005,-4.8622012E+004, 4.9875848E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1720234E+007, 5.9526946E+007, 4.5000168E+003, 4.5000168E+003
 9.1668711E+000, 7.4805765E+007,-1.0746234E+007, 1.0114723E+006,-4.9093888E+004, 4.8685860E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9173353E+007, 6.5022397E+007, 4.5000168E+003, 4.5000168E+003
 9.1786327E+000, 7.4851089E+007,-1.2600457E+007, 9.8834883E+005,-4.8840344E+004, 5.0612423E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4631913E+007, 6.3190647E+007, 4.5000168E+003, 4.5000168E+003
 9.1903934E+000, 7.4999873E+007,-1.4978725E+007, 9.5934295E+005,-4.9114121E+004, 4.9620194E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2825752E+007, 6.0931872E+007, 4.5000168E+003, 4.5000168E+003
 9.2021551E+000, 7.4508955E+007,-1.1799600E+007, 9.9614630E+005,-4.9416300E+004, 4.9486383E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0578813E+007, 6.3656580E+007, 4.5000168E+003, 4.5000168E+003
 9.2139168E+000, 7.4304698E+007,-1.0958723E+007, 1.0067878E+006,-4.9359143E+004, 4.8780465E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3260349E+007, 6.4303892E+007, 4.5000168E+003, 4.5000168E+003
 9.2256775E+000, 7.5177096E+007,-1.3841385E+007, 9.8053176E+005,-4.9172965E+004, 5.1059612E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3941449E+007, 6.2267580E+007, 4.5000168E+003, 4.5000168E+003
 9.2374392E+000, 7.5612274E+007,-1.1844423E+007, 1.0134567E+006,-4.9602460E+004, 5.0820817E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1918230E+007, 6.4732213E+007, 4.5000168E+003, 4.5000168E+003
 9.2492008E+000, 7.5525725E+007,-1.1893025E+007, 1.0129825E+006,-4.9798644E+004, 4.8856241E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4341494E+007, 6.4596372E+007, 4.5000168E+003, 4.5000168E+003
 9.2609615E+000, 7.4730249E+007,-1.3440105E+007, 9.8242056E+005,-4.9786028E+004, 5.0045073E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4233213E+007, 6.2223279E+007, 4.5000168E+003, 4.5000168E+003
 9.2727232E+000, 7.5597414E+007,-1.2120147E+007, 1.0125607E+006,-4.9833248E+004, 5.1272091E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1868092E+007, 6.4440508E+007, 4.5000168E+003, 4.5000168E+003
 9.2844849E+000, 7.5484791E+007,-1.0601591E+007, 1.0334642E+006,-5.0306269E+004, 4.7852963E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4052112E+007, 6.5866836E+007, 4.5000168E+003, 4.5000168E+003
